record,type,0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_st_interval,0_qrs_morph0,0_qrs_morph1,0_qrs_morph2,0_qrs_morph3,0_qrs_morph4,1_pre-RR,1_post-RR,1_pPeak,1_tPeak,1_rPeak,1_sPeak,1_qPeak,1_qrs_interval,1_pq_interval,1_qt_interval,1_st_interval,1_qrs_morph0,1_qrs_morph1,1_qrs_morph2,1_qrs_morph3,1_qrs_morph4
I01,N,155,153,-0.076584337,-0.076207884,0.767614149,-0.358566245,-0.100119302,16,2,24,6,-0.100119302,0.014116111,0.470002084,0.767614149,0.253478239,155,153,0.041310033,0.219456359,0.194418381,-0.400903145,0.037156771,16,3,25,6,0.037156771,0.075154144,0.142572938,0.194418381,0.002286635
I01,N,169,171,-0.057953506,-0.061462316,0.642267489,-0.374455153,-0.082167434,15,5,27,7,-0.082167434,0.074318896,0.500781607,0.591069709,-0.000460649,169,171,0.142038527,0.223862282,0.267699568,-0.259333574,0.115174827,13,3,22,6,0.115174827,0.140970162,0.253464889,0.250008582,-0.008329876
I01,N,172,171,-0.050693766,-0.044246176,0.567646442,-0.340578949,-0.072638328,16,4,26,6,-0.072638328,-0.003410751,0.344425904,0.567646442,0.141126037,172,171,0.109089163,0.146655399,0.256789731,-0.401194863,0.098396532,15,5,26,6,0.098396532,0.131116135,0.233375921,0.215534163,-0.127590207
I01,N,159,153,-0.079891588,-0.055921734,0.533260576,-0.422008129,-0.168978788,16,4,26,6,-0.168978788,-0.047846042,0.350593681,0.531020885,0.058164977,159,153,0.145148119,0.209906484,0.263301524,-0.409112017,0.129617068,16,4,26,6,0.129617068,0.15338592,0.232275793,0.245254992,-0.037431738
I01,N,171,178,-0.070587181,-0.047549091,0.654845226,-0.313311597,-0.117168738,16,6,28,6,-0.117168738,0.007873556,0.43094175,0.654845226,0.207237274,171,178,0.077599257,0.124382622,0.181920868,-0.327177239,0.023222844,15,6,27,6,0.023222844,0.085281117,0.167930984,0.149493225,-0.114603301
I01,N,229,172,-0.075899594,-0.048261722,0.618791481,-0.346542021,-0.093334387,15,4,25,6,-0.093334387,0.031450142,0.423567051,0.612352773,0.094744947,229,172,-0.056239431,0.172384729,0.230865171,-0.378426664,-0.177874786,33,18,57,6,-0.177874786,-0.07216617,0.023019409,0.06968421,0.218174955
I01,N,155,156,-0.058183758,-0.101401639,0.581747618,-0.520959809,-0.180503337,16,14,37,7,-0.180503337,-0.081545655,0.3080035,0.581747618,0.075272022,155,156,0.05035061,0.199780079,0.265238205,-0.35493127,-0.123705222,32,16,54,6,-0.123705222,-0.004370719,0.086388963,0.128349139,0.263274678
I01,N,170,173,-0.08043743,0.574100557,-0.02446212,-0.02446212,-0.09427764,3,3,12,6,-0.09427764,-0.09427764,-0.093098422,-0.093098422,-0.074161225,170,173,0.09742365,0.169140764,0.262384616,-0.428524035,0.086175995,14,4,24,6,0.086175995,0.108277233,0.221250845,0.233535627,-0.111062941
I01,N,154,155,-0.11444484,0.630374376,-0.129786967,-0.129786967,-0.238388207,3,14,23,6,-0.238388207,-0.238388207,-0.234736716,-0.234736716,-0.202153717,154,155,0.102785608,0.314228296,0.253626143,-0.305291097,0.052766509,16,7,29,6,0.052766509,0.126071576,0.227838781,0.2482566,0.081283973
I01,N,154,155,0.09315744,0.739523775,-0.053146185,-0.053146185,-0.123977942,7,17,31,7,-0.123977942,-0.121078911,-0.108526133,-0.074581897,-0.066491184,154,155,-0.006560555,0.269415251,0.331275946,-0.368183055,-0.119447251,33,14,53,6,-0.119447251,-0.0319569,0.094559142,0.130553917,0.320120238
I01,N,161,161,-0.029484542,-0.032525684,0.658431211,-0.38542749,-0.056047531,16,5,27,6,-0.056047531,0.036171468,0.406847012,0.658431211,0.149612291,161,161,0.078699985,0.179280171,0.233939888,-0.436166536,0.077227593,16,2,24,6,0.077227593,0.094122023,0.184307577,0.222974184,-0.0513728
I01,N,161,160,-0.105416484,-0.013756499,0.60912591,-0.511509544,-0.172151504,15,6,28,7,-0.172151504,-0.076093488,0.344034315,0.60912591,0.033736492,161,160,0.094866648,0.224067702,0.215070168,-0.381467749,0.078855939,15,6,27,6,0.078855939,0.110050539,0.200272543,0.157871683,-0.18071669
I01,N,167,169,-0.075537657,-0.094671664,0.612573962,-0.365750208,-0.103180338,15,3,24,6,-0.103180338,0.002799143,0.412907522,0.599274792,0.06537927,167,169,0.071006206,0.185618561,0.247761071,-0.410589254,0.070106021,17,2,26,7,0.070106021,0.077709731,0.124445691,0.247761071,0.089480814
I01,N,158,98,-0.08359541,-0.065577866,0.57251107,-0.377780946,-0.131540467,16,5,27,6,-0.131540467,-0.052990095,0.302469161,0.57251107,0.173517441,158,98,0.099043443,0.15538633,0.194095512,-0.35511785,0.095446268,13,2,21,6,0.095446268,0.111664159,0.187311235,0.173268908,-0.091402671
I01,N,156,155,-0.043947731,-0.126168326,0.616946321,-0.316901383,-0.101055702,19,10,34,5,-0.101055702,-0.090487625,0.109883809,0.572873436,0.299467616,156,155,0.164545031,0.277978988,0.343466199,-0.466412264,0.150656676,14,2,21,5,0.150656676,0.177915496,0.326221475,0.274560108,-0.14821002
I01,N,156,158,-0.132604927,0.563532674,-0.003019581,-0.003019581,-0.139565832,4,3,13,6,-0.139565832,-0.139565832,-0.13529734,-0.116985769,-0.075768001,156,158,0.094428403,0.140762663,0.276363196,-0.383127169,0.057443305,18,5,29,6,0.057443305,0.05914998,0.139177834,0.267561417,0.027302149
I01,N,157,157,-0.154471529,0.637472824,-0.138027445,-0.138027445,-0.172004216,2,3,12,7,-0.172004216,-0.172004216,-0.172004216,-0.166486321,-0.166486321,157,157,0.169561395,0.113489501,0.311206584,-0.44184836,0.054349992,13,5,24,6,0.054349992,0.125599396,0.299170943,0.283073648,-0.068461854
I01,N,153,154,-0.059979727,0.000655779,0.654985277,-0.233402166,-0.102252146,24,6,36,6,-0.102252146,-0.041829566,0.004103999,0.486208044,0.426440506,153,154,0.180942877,0.151453402,0.265047815,-0.401887484,0.164849348,15,6,27,6,0.164849348,0.189805725,0.256896671,0.193038589,-0.174647292
I01,N,161,162,-0.06857985,-0.11002553,0.725190263,-0.442444973,-0.112253288,15,4,26,7,-0.112253288,0.002036371,0.461802226,0.724271321,0.102097669,161,162,0.067366256,0.224040022,0.213440422,-0.365192411,0.057816523,15,5,27,7,0.057816523,0.080063686,0.170757001,0.197419454,-0.067511002
I01,N,167,100,-0.077057344,0.549393654,-0.019208749,-0.019208749,-0.109913775,2,4,11,5,-0.109913775,-0.109913775,-0.109913775,-0.0837164,-0.0837164,167,100,0.033924536,0.171799689,0.261414119,-0.423252228,-0.142906123,32,20,58,6,-0.142906123,0.01729722,0.091974733,0.121424914,0.24979648
I01,N,158,162,-0.040585471,0.635822768,-0.053904041,-0.053904041,-0.063889392,1,4,12,7,-0.063889392,-0.063889392,-0.063889392,-0.063889392,-0.063889392,158,162,0.052861879,0.258710348,0.281660736,-0.285632128,0.052169134,16,2,25,7,0.052169134,0.076441599,0.178418572,0.281660736,0.143901451
I01,N,158,160,-0.104321889,0.040906255,0.757412331,-0.357175231,-0.185547307,24,7,37,6,-0.185547307,-0.108273806,-0.048918159,0.376034725,0.614805524,158,160,0.07786732,0.209483932,0.207217008,-0.412353224,0.073693168,19,3,29,7,0.073693168,0.079184036,0.104693956,0.199935483,0.032928346
I01,N,156,155,0.079481651,0.403619757,-0.028667987,-0.028667987,-0.224263455,5,23,32,4,-0.224263455,-0.223777958,-0.210673402,-0.177899983,-0.118553306,156,155,0.117079548,0.343282562,0.343170269,-0.208711976,0.116769446,21,1,28,6,0.116769446,0.137661691,0.168164591,0.28878288,0.2774707
I01,N,157,156,-0.06177027,-0.059003159,0.599060584,-0.388562477,-0.068422411,18,3,27,6,-0.068422411,-0.044386599,0.227207715,0.564256409,0.237074595,157,156,0.120129236,0.187944456,0.252573259,-0.391528984,0.099105309,14,4,25,7,0.099105309,0.126094551,0.230066733,0.220072289,-0.093245168
I01,N,241,170,-0.060593745,0.638497229,-0.011682823,-0.011682823,-0.070098194,3,2,11,6,-0.070098194,-0.070098194,-0.069927384,-0.069927384,-0.054456433,241,170,-0.063163623,0.265451073,0.262947531,-0.370270345,-0.191281428,32,13,52,7,-0.191281428,-0.06145295,0.049597031,0.083825251,0.262947531
I01,N,161,104,-0.072885876,0.578962009,-0.0229077,-0.0229077,-0.117531663,3,4,12,5,-0.117531663,-0.117531663,-0.117420849,-0.117420849,-0.089941871,161,104,0.105511107,0.117736023,0.22557349,-0.373609506,0.067693296,16,4,26,6,0.067693296,0.096337092,0.17534073,0.22557349,0.023620733
I01,N,166,165,-0.093315948,0.626397431,-0.031075387,-0.031075387,-0.127335653,3,4,13,6,-0.127335653,-0.127335653,-0.125866908,-0.125866908,-0.097949276,166,165,0.087796758,0.154289686,0.237240762,-0.41585357,0.084751825,15,3,24,6,0.084751825,0.109244035,0.204651447,0.206613561,-0.130925729
I01,N,230,170,-0.071884088,0.621411189,-0.075398507,-0.075398507,-0.083357578,1,3,11,7,-0.083357578,-0.083357578,-0.083357578,-0.083357578,-0.083357578,230,170,0.021738269,0.17286388,0.212267801,-0.418817776,0.021635025,16,1,24,7,0.021635025,0.035038339,0.118336731,0.212267801,0.052334021
I01,N,171,172,-0.043870837,-0.116010002,0.586199048,-0.365273574,-0.095938038,16,6,29,7,-0.095938038,-0.011355867,0.379858823,0.584973147,0.105340053,171,172,0.073760839,0.12320201,0.211599197,-0.416392422,0.066606177,15,3,24,6,0.066606177,0.095432302,0.191187995,0.170777366,-0.159681675
I01,N,156,155,-0.040997799,-0.086230094,0.661529195,-0.379662394,-0.114161776,16,5,26,5,-0.114161776,0.001679726,0.393247745,0.661529195,0.198712358,156,155,0.023890739,0.221434117,0.156662296,-0.429939541,-0.004471795,14,6,26,6,-0.004471795,0.016695227,0.118433988,0.131614521,-0.175838652
I01,N,153,157,-0.044906095,0.719424938,-0.019283232,-0.019283232,-0.087996846,2,4,12,6,-0.087996846,-0.087996846,-0.087996846,-0.071746663,-0.071746663,153,157,0.083715784,0.1766496,0.179448385,-0.453177475,0.070810313,14,7,28,7,0.070810313,0.085120854,0.159343576,0.151326616,-0.158076823
I01,N,246,178,-0.086748194,-0.11749944,0.584918018,-0.457460976,-0.126181513,15,5,26,6,-0.126181513,0.048525752,0.463101465,0.522328014,-0.098714475,246,178,-0.036560181,0.214947991,0.188164625,-0.335642884,-0.142039421,33,15,54,6,-0.142039421,-0.043312997,0.063708958,0.082065979,0.188164625
I01,N,162,162,-0.016362217,-0.034908345,0.658946256,-0.280716713,-0.054972669,16,4,25,5,-0.054972669,0.016932707,0.383599929,0.658946256,0.235860342,162,162,0.089055169,0.163870393,0.230992966,-0.398729779,0.063269076,17,6,29,6,0.063269076,0.073872883,0.136409966,0.229475399,0.006535452
I01,N,165,167,-0.039204629,-0.072343658,0.693283151,-0.410708073,-0.049117874,16,3,25,6,-0.049117874,0.022843456,0.351334,0.693283151,0.354727742,165,167,-0.014242935,0.202418209,0.244986184,-0.383276608,-0.163343136,33,23,63,7,-0.163343136,-0.042004872,0.070189407,0.087386263,0.244986184
I01,N,159,161,-0.088110874,0.707084012,-0.057847172,-0.057847172,-0.114067919,2,4,12,6,-0.114067919,-0.114067919,-0.114067919,-0.100294436,-0.100294436,159,161,0.068080422,0.236289744,0.221440133,-0.358072418,0.059497245,14,4,24,6,0.059497245,0.084821356,0.187893567,0.193431862,-0.112178664
I01,N,237,176,0.017147729,-0.052323981,0.676374518,-0.363895734,-0.012025537,14,4,25,7,-0.012025537,0.071389336,0.477351378,0.661692922,0.10056371,237,176,-0.081765333,0.174643491,0.189001334,-0.366218353,-0.212622076,32,13,52,7,-0.212622076,-0.069491661,0.005170224,0.04837708,0.189001334
I01,N,239,169,0.207640078,0.021080735,0.432412853,-0.466603959,-0.182299737,15,25,48,8,-0.182299737,-0.07728311,0.277329324,0.406004928,-0.110600682,239,169,-0.08175998,0.201024724,0.238780954,-0.38080279,-0.216720956,32,13,51,6,-0.216720956,-0.08808148,0.047687089,0.088800235,0.238780954
I01,N,160,158,0.453998647,-0.118155563,1.191750787,-0.467898899,0.431474648,17,3,26,6,0.431474648,0.51874471,0.889433618,1.136871552,0.357145746,160,158,0.053317313,0.270324032,-0.147341181,-0.429516616,-0.147341181,4,4,14,6,-0.147341181,-0.147341181,-0.257536328,-0.360185535,-0.42659949
I01,N,172,171,-0.073202795,0.620257157,-0.029460302,-0.029460302,-0.108641693,3,5,14,6,-0.108641693,-0.108641693,-0.104762774,-0.104762774,-0.08215314,172,171,0.082625624,0.167064728,0.252761452,-0.443595015,0.075400435,14,3,23,6,0.075400435,0.097396776,0.206579475,0.227025124,-0.122399073
I01,N,158,157,-0.180098617,0.508979239,-0.033481804,-0.033481804,-0.192741803,3,2,10,5,-0.192741803,-0.192741803,-0.182036193,-0.182036193,-0.132709975,158,157,0.05600905,0.176016567,0.224026724,-0.349825273,0.053811506,21,2,29,6,0.053811506,0.090726745,0.108989585,0.204468719,0.105695817
I01,N,154,157,-0.043793646,0.636200149,-0.035674331,-0.035674331,-0.124227999,3,12,21,6,-0.124227999,-0.124227999,-0.123884751,-0.123884751,-0.097068079,154,157,0.090897817,0.177293529,0.198678913,-0.39581544,0.06168215,14,4,24,6,0.06168215,0.081810051,0.177412289,0.153142593,-0.17720229
I01,N,174,174,-0.0755925,-0.052972272,0.621471632,-0.324763218,-0.123220721,16,5,26,5,-0.123220721,-0.04077846,0.351718267,0.621471632,0.16898622,174,174,0.076872245,0.165965843,0.252551787,-0.391330997,0.067151526,15,5,26,6,0.067151526,0.105280404,0.215472743,0.223047141,-0.113512422
I01,N,163,166,-0.156761156,0.528148248,-0.145136805,-0.145136805,-0.183749186,2,5,14,7,-0.183749186,-0.183749186,-0.183749186,-0.174278657,-0.174278657,163,166,0.076154216,0.233045167,0.228643788,-0.373485982,0.066681518,16,5,27,6,0.066681518,0.084804293,0.174772326,0.224359784,-0.011852526
I01,N,162,163,-0.023981481,-0.079741924,0.658060478,-0.373641423,-0.049229155,15,4,25,6,-0.049229155,0.082523741,0.485348728,0.63115834,0.06847607,162,163,-0.004506976,0.203043793,0.226485708,-0.388322102,-0.125763852,33,14,54,7,-0.125763852,0.019755013,0.087725899,0.098879626,0.226485708
I01,N,155,160,-0.061884213,-0.023956923,0.674748891,-0.325027312,-0.068873497,17,2,25,6,-0.068873497,-0.00323003,0.319291496,0.674748891,0.196353497,155,160,0.070157591,0.173490825,0.227902746,-0.368876665,0.033360321,13,5,25,7,0.033360321,0.061429788,0.199246575,0.222579405,-0.048589605
I01,N,156,156,-0.080851773,-0.072893512,0.68290414,-0.331335683,-0.090775932,17,3,26,6,-0.090775932,-0.015821116,0.251856678,0.68290414,0.321036292,156,156,0.10744668,0.19134396,0.24768635,-0.354910912,0.105274357,15,3,25,7,0.105274357,0.126112176,0.213778897,0.228867944,-0.044229685
I01,N,245,115,-0.093732705,-0.081556528,0.534197585,-0.396080515,-0.105667988,16,4,26,6,-0.105667988,-0.037086719,0.272608172,0.534197585,0.192172467,245,115,0.066663753,0.196930928,0.259501237,-0.392732394,0.061942756,15,3,25,7,0.061942756,0.092448912,0.207484783,0.240604546,-0.069893662
I01,N,156,158,-0.105210112,0.606928086,-0.042789519,-0.042789519,-0.15792748,3,4,12,5,-0.15792748,-0.15792748,-0.151951123,-0.151951123,-0.116729777,156,158,0.084573185,0.167557094,0.229239329,-0.365410803,0.07329915,14,3,23,6,0.07329915,0.090986088,0.196915693,0.19468339,-0.138774876
I01,N,247,174,-0.087546284,-0.111202194,0.593988547,-0.396088781,-0.132362083,16,5,27,6,-0.132362083,-0.008434255,0.396900112,0.587840069,0.074863716,247,174,-0.056142906,0.157174608,0.220526917,-0.365702332,-0.182455182,32,15,53,6,-0.182455182,-0.048200924,0.03902426,0.076444721,0.212289432
I01,N,159,158,-0.057343146,-0.001799648,0.633581816,-0.313469925,-0.122461291,15,4,25,6,-0.122461291,0.033522253,0.491992992,0.578756773,0.01109466,159,158,0.091645322,0.102392349,0.112175069,-0.32650272,0.058315325,14,7,27,6,0.058315325,0.065355284,0.086813682,0.112175069,-0.049526173
I01,N,170,172,-0.035985812,0.642069142,-0.04343503,-0.04343503,-0.144004894,2,6,13,5,-0.144004894,-0.144004894,-0.144004894,-0.120223038,-0.120223038,170,172,0.116013562,0.273033897,0.275527761,-0.389696164,0.114559055,12,1,20,7,0.114559055,0.140587273,0.228565946,0.228700702,-0.023476862
I01,N,158,156,0.104481861,-0.056075002,0.527609659,-0.296936739,-0.134398869,19,20,47,8,-0.134398869,-0.119976333,-0.020452268,0.461620744,0.272350569,158,156,0.123340642,0.174772557,0.260671575,-0.363718928,0.084293726,14,5,25,6,0.084293726,0.107874487,0.209866673,0.251898891,-0.016441893
I01,N,168,171,-0.183925211,0.631625369,-0.183045454,-0.183045454,-0.197283251,1,3,11,7,-0.197283251,-0.197283251,-0.197283251,-0.197283251,-0.197283251,168,171,0.090880454,0.136761742,0.242748294,-0.436445975,0.080806489,13,2,21,6,0.080806489,0.105795946,0.237061965,0.195440095,-0.216576513
I01,N,156,164,-0.20554709,0.638658021,-0.164206729,-0.164206729,-0.214457302,3,3,13,7,-0.214457302,-0.214457302,-0.21201028,-0.21201028,-0.198291445,156,164,0.103170061,0.191268552,0.192718838,-0.414612868,0.089652802,13,5,24,6,0.089652802,0.11091504,0.187699265,0.165967837,-0.139647414
I01,N,165,164,0.309135338,-0.046068956,0.786521373,-0.425424012,0.004172732,16,24,46,6,0.004172732,0.105211644,0.52882193,0.786521373,0.219495099,165,164,0.057235612,0.183515394,0.234488449,-0.436670995,-0.003381206,16,5,27,6,-0.003381206,0.036859319,0.16404777,0.226585986,-0.057803842
I01,N,155,158,-0.119848707,-0.122534843,0.69358095,-0.465771051,-0.121756094,16,1,23,6,-0.121756094,-0.05924371,0.336330218,0.69358095,0.208037046,155,158,0.075172046,0.265120378,0.17127166,-0.389182237,-0.132488534,30,18,54,6,-0.132488534,-0.020569431,0.036778207,0.159921815,0.127668499
I01,N,163,162,-0.119632826,0.569694,-0.019917629,-0.019917629,-0.136311688,3,3,11,5,-0.136311688,-0.136311688,-0.128576392,-0.128576392,-0.093326199,163,162,0.062097075,0.232982677,0.263007446,-0.32381775,0.061752193,18,1,26,7,0.061752193,0.073930106,0.139171792,0.244426264,0.113284378
I01,N,181,184,-0.045038689,-0.058560429,0.58531137,-0.296483928,-0.086127893,16,4,26,6,-0.086127893,0.016931559,0.406806681,0.578944233,0.144230936,181,184,0.087612526,0.137688396,0.173459131,-0.283056798,0.078127962,16,4,26,6,0.078127962,0.091542756,0.135162925,0.173459131,-0.003161479
I01,N,158,159,-0.08764937,0.599856617,-0.05549073,-0.05549073,-0.127592908,2,4,12,6,-0.127592908,-0.127592908,-0.127592908,-0.110072898,-0.110072898,158,159,0.061891436,0.208405779,0.262849129,-0.402757468,0.05824322,14,2,22,6,0.05824322,0.079963359,0.221040955,0.226647909,-0.137076403
I01,N,165,102,-0.088823019,-0.048689961,0.584149965,-0.313768052,-0.106308787,16,3,25,6,-0.106308787,-0.023331972,0.340083863,0.584149965,0.194917591,165,102,0.102885804,0.161424869,0.261254445,-0.419562981,0.081212354,15,5,26,6,0.081212354,0.109596803,0.21811515,0.235451106,-0.106392989
I01,N,161,151,-0.123871033,0.259665193,0.457258359,-0.936192654,-0.175255533,15,5,47,27,-0.175255533,-0.063316651,0.311941017,0.400671578,-0.353411251,161,151,0.083882889,0.351773101,0.248464704,-0.2641669,0.081912287,14,3,24,7,0.081912287,0.100331249,0.196930837,0.240274254,0.01162059
I01,N,163,163,0.207616417,-0.015673044,0.601210938,-0.378310605,-0.034661747,16,13,35,6,-0.034661747,0.060585474,0.392622603,0.601210938,0.167828921,163,163,0.071285417,0.214861929,0.270676805,-0.369090438,-0.149922661,32,17,55,6,-0.149922661,-0.063245929,0.008551729,0.060370655,0.270676805
I01,N,251,176,-0.069046871,-0.077498895,0.561597724,-0.369957003,-0.102374298,15,5,27,7,-0.102374298,0.045394537,0.45000981,0.503558579,-0.039618286,251,176,-0.058876689,0.165410218,0.254052462,-0.414309282,-0.180413245,32,11,49,6,-0.180413245,-0.043465079,0.061006015,0.088045158,0.254052462
I01,N,162,163,0.030395337,0.484070731,-0.10668873,-0.10668873,-0.132685275,1,7,15,7,-0.132685275,-0.132685275,-0.132685275,-0.132685275,-0.132685275,162,163,0.049830048,0.237063774,0.230707997,-0.352505448,0.033483294,14,4,24,6,0.033483294,0.064054074,0.199057768,0.200863219,-0.091926072
I01,N,160,155,-0.067287869,-0.065523403,0.557509827,-0.370525554,-0.130416516,16,5,27,6,-0.130416516,-0.054459193,0.285835823,0.557509827,0.206019167,160,155,0.248235154,0.166249476,-0.014955653,-0.378056421,-0.014955653,3,3,13,7,-0.014955653,-0.014955653,-0.165567127,-0.165567127,-0.299854597
I01,N,158,154,-0.121491661,-0.010835856,0.686199814,-0.449144598,-0.181294321,17,5,29,7,-0.181294321,-0.069875837,0.266851658,0.686199814,0.202191144,158,154,0.074945341,0.232171409,0.24064622,-0.410864975,0.057107677,17,3,27,7,0.057107677,0.108566738,0.152110321,0.24064622,0.07058553
I01,N,168,167,-0.065332002,-0.017785953,0.582341224,-0.288825329,-0.068887789,17,2,26,7,-0.068887789,-0.026977163,0.246239256,0.582341224,0.185691793,168,167,0.083491698,0.143047357,0.236323293,-0.40214108,0.076932748,16,4,26,6,0.076932748,0.096404833,0.188398461,0.226638057,-0.017164365
I01,N,169,100,-0.058817895,-0.070245192,0.580610945,-0.290870554,-0.092574849,14,5,25,6,-0.092574849,-0.017737058,0.361783584,0.580610945,0.116771673,169,100,0.091104896,0.192218353,0.269728026,-0.419522073,0.086602359,16,4,26,6,0.086602359,0.107253092,0.201692645,0.269697358,0.000752403
I01,N,161,110,0.11920894,-0.06376282,0.557441773,-0.329466409,-0.109145107,16,25,49,8,-0.109145107,-0.039181504,0.29774759,0.557441773,0.20152448,161,110,0.085365028,0.138007792,0.236024931,-0.363980581,0.073295182,14,7,27,6,0.073295182,0.086994191,0.181347419,0.224683588,-0.048645432
I01,N,161,156,-0.101340572,-0.021007155,0.596718028,-0.353996468,-0.102982126,15,1,31,15,-0.102982126,0.010122066,0.412872999,0.574322283,0.055538462,161,156,0.078916122,0.155913928,0.210977308,-0.377511647,0.077927799,15,1,22,6,0.077927799,0.113364851,0.198181885,0.168327944,-0.131207826
I01,N,166,102,0.109399148,0.68052794,-0.010648647,-0.010648647,-0.720620469,6,25,35,4,-0.720620469,-0.713241282,-0.655213905,-0.549735371,-0.402561985,166,102,0.07096785,0.046358121,0.351806083,-0.403456499,-0.148539302,33,13,52,6,-0.148539302,-0.060619828,0.081079807,0.204399723,0.335171766
I01,N,155,159,0.070077552,-0.016337861,0.700815104,-0.435838247,-0.121464068,18,9,33,6,-0.121464068,-0.075738122,0.311213747,0.687389901,0.196473834,155,159,0.093624918,0.179968053,0.25139408,-0.392287788,0.091606524,15,2,23,6,0.091606524,0.120930403,0.226670493,0.208759915,-0.140491811
I01,N,158,161,-0.043381234,0.732018312,-0.026878829,-0.026878829,-0.32671358,12,16,34,6,-0.32671358,-0.292258117,-0.233129326,-0.184474924,-0.166321011,158,161,0.112369194,0.266005738,0.224406769,-0.332907785,0.091107392,14,7,27,6,0.091107392,0.108782639,0.18763652,0.208348084,-0.066192282
I01,N,178,181,-0.067413566,-0.058822657,0.658962875,-0.395682107,-0.10852048,15,4,25,6,-0.10852048,0.018878127,0.4600629,0.63376872,0.043544602,178,181,0.101793663,0.188667691,0.208936668,-0.349065249,0.067155646,15,3,24,6,0.067155646,0.108011847,0.196010652,0.17484621,-0.083423546
I01,N,182,181,-0.066528947,-0.088836748,0.604656334,-0.35238486,-0.112461605,16,4,26,6,-0.112461605,0.015473625,0.435281023,0.58292226,0.085523785,182,181,0.045092939,0.156211967,0.164779675,-0.307163115,0.042740719,20,2,28,6,0.042740719,0.078717705,0.098420913,0.164031205,-0.020600039
